FIPS Code,State and area,Year,Month,Civilian non-institutional population,Civilian labor force Total,Civilian labor force Percent of population,Civilian labor force Employment Total,Civilian labor force Employment Percent of population,Civilian labor force Unemployment Total,Civilian labor force Unemployment Rate
21,Kentucky,2008,10,3316457,2028523,61.2,1897442,57.2,131081,6.5
22,Louisiana,2008,10,3366976,2122897,63.1,2007571,59.6,115326,5.4
23,Maine,2008,10,1063777,702958,66.1,665274,62.5,37684,5.4
24,Maryland,2008,10,4368415,3024312,69.2,2879750,65.9,144562,4.8
25,Massachusetts,2008,10,5200987,3468089,66.7,3270487,62.9,197602,5.7
26,Michigan,2008,10,7773056,4908621,63.1,4514038,58.1,394583,8
27,Minnesota,2008,10,4061267,2937938,72.3,2785016,68.6,152922,5.2
28,Mississippi,2008,10,2191391,1298943,59.3,1210246,55.2,88697,6.8
29,Missouri,2008,10,4588232,3042602,66.3,2849724,62.1,192878,6.3
30,Montana,2008,10,762562,508205,66.6,482058,63.2,26147,5.1
31,Nebraska,2008,10,1355531,993485,73.3,960608,70.9,32877,3.3
32,Nevada,2008,10,1985545,1368837,68.9,1264970,63.7,103867,7.6
33,New Hampshire,2008,10,1053601,740001,70.2,713847,67.8,26154,3.5
34,New Jersey,2008,10,6735309,4513199,67,4265592,63.3,247607,5.5
35,New Mexico,2008,10,1504338,953521,63.4,909196,60.4,44325,4.6
36,New York,2008,10,15298763,9727841,63.6,9180460,60,547381,5.6
51000,New York city,2008,10,6582643,3961170,60.2,3717141,56.5,244029,6.2
37,North Carolina,2008,10,7047540,4571974,64.9,4295405,60.9,276569,6
38,North Dakota,2008,10,500268,369904,73.9,360836,72.1,9068,2.5
39,Ohio,2008,10,8939361,5980503,66.9,5590063,62.5,390440,6.5
40,Oklahoma,2008,10,2752323,1771069,64.3,1699539,61.7,71530,4
41,Oregon,2008,10,2982987,1977116,66.3,1835318,61.5,141798,7.2
42,Pennsylvania,2008,10,9906713,6481940,65.4,6139750,62,342190,5.3
44,Rhode Island,2008,10,839290,569642,67.9,522841,62.3,46801,8.2
45,South Carolina,2008,10,3457510,2155357,62.3,1988007,57.5,167350,7.8
46,South Dakota,2008,10,613424,448776,73.2,435239,71,13537,3
47,Tennessee,2008,10,4838191,3064120,63.3,2853838,59,210282,6.9
48,Texas,2008,10,17846170,11789071,66.1,11188769,62.7,600302,5.1
49,Utah,2008,10,1946306,1373079,70.5,1324616,68.1,48463,3.5
50,Vermont,2008,10,505508,356759,70.6,342088,67.7,14671,4.1
51,Virginia,2008,10,5948680,4154363,69.8,3986825,67,167538,4
53,Washington,2008,10,5114846,3509314,68.6,3320005,64.9,189309,5.4
54,West Virginia,2008,10,1450291,816165,56.3,786104,54.2,30061,3.7
55,Wisconsin,2008,10,4398555,3100099,70.5,2959061,67.3,141038,4.5
56,Wyoming,2008,10,413128,295880,71.6,287757,69.7,8123,2.7
1,Alabama,2008,11,3604408,2175944,60.4,2030180,56.3,145764,6.7
2,Alaska,2008,11,505353,353954,70,329999,65.3,23955,6.8
4,Arizona,2008,11,4903496,3142312,64.1,2909898,59.3,232414,7.4
5,Arkansas,2008,11,2193563,1371117,62.5,1290303,58.8,80814,5.9
6,California,2008,11,27740241,18290251,65.9,16748815,60.4,1541436,8.4
37,Los Angeles County,2008,11,7484168,4965274,66.3,4519949,60.4,445325,9
8,Colorado,2008,11,3795646,2723709,71.8,2578791,67.9,144918,5.3
9,Connecticut,2008,11,2735434,1890389,69.1,1774498,64.9,115891,6.1
10,Delaware,2008,11,681538,446236,65.5,420096,61.6,26140,5.9
11,District of Columbia,2008,11,480537,330635,68.8,305822,63.6,24813,7.5
12,Florida,2008,11,14524347,9210743,63.4,8512164,58.6,698579,7.6
13,Georgia,2008,11,7239404,4769721,65.9,4421511,61.1,348210,7.3
15,Hawaii,2008,11,977913,635914,65,600367,61.4,35547,5.6
16,Idaho,2008,11,1141084,752995,66,703921,61.7,49074,6.5
17,Illinois,2008,11,9839056,6580981,66.9,6148981,62.5,432000,6.6
18,Indiana,2008,11,4888584,3231500,66.1,3010296,61.6,221204,6.8
19,Iowa,2008,11,2325378,1685493,72.5,1611529,69.3,73964,4.4
20,Kansas,2008,11,2117869,1513025,71.4,1440743,68,72282,4.8
21,Kentucky,2008,11,3317952,2034907,61.3,1896382,57.2,138525,6.8
22,Louisiana,2008,11,3369760,2107881,62.6,1997154,59.3,110727,5.3
23,Maine,2008,11,1063982,696006,65.4,652679,61.3,43327,6.2
24,Maryland,2008,11,4372021,3019491,69.1,2867423,65.6,152068,5
25,Massachusetts,2008,11,5205636,3471972,66.7,3261125,62.6,210847,6.1
26,Michigan,2008,11,7773150,4870831,62.7,4472518,57.5,398313,8.2
27,Minnesota,2008,11,4064091,2937862,72.3,2771613,68.2,166249,5.7
28,Mississippi,2008,11,2192508,1288658,58.8,1205975,55,82683,6.4
29,Missouri,2008,11,4591041,3033521,66.1,2830546,61.7,202975,6.7
30,Montana,2008,11,763186,506177,66.3,477311,62.5,28866,5.7
31,Nebraska,2008,11,1356466,991184,73.1,958314,70.6,32870,3.3
32,Nevada,2008,11,1987408,1365874,68.7,1254286,63.1,111588,8.2
33,New Hampshire,2008,11,1054080,740882,70.3,711084,67.5,29798,4
34,New Jersey,2008,11,6739298,4508499,66.9,4248472,63,260027,5.8
35,New Mexico,2008,11,1505843,952723,63.3,906080,60.2,46643,4.9
36,New York,2008,11,15306265,9696878,63.4,9123834,59.6,573044,5.9
51000,New York city,2008,11,6585664,3951533,60,3703037,56.2,248496,6.3
37,North Carolina,2008,11,7056552,4614816,65.4,4251847,60.3,362969,7.9
38,North Dakota,2008,11,500681,365930,73.1,355159,70.9,10771,2.9
39,Ohio,2008,11,8941524,5942191,66.5,5534480,61.9,407711,6.9
40,Oklahoma,2008,11,2755121,1770129,64.2,1697240,61.6,72889,4.1
41,Oregon,2008,11,2986162,1979453,66.3,1818089,60.9,161364,8.2
42,Pennsylvania,2008,11,9911055,6475296,65.3,6107783,61.6,367513,5.7
44,Rhode Island,2008,11,839631,571686,68.1,522055,62.2,49631,8.7
45,South Carolina,2008,11,3461709,2140308,61.8,1968061,56.9,172247,8
46,South Dakota,2008,11,613922,447165,72.8,431796,70.3,15369,3.4
47,Tennessee,2008,11,4841978,3051214,63,2830114,58.4,221100,7.2
48,Texas,2008,11,17876599,11779786,65.9,11162021,62.4,617765,5.2
49,Utah,2008,11,1949504,1367213,70.1,1317443,67.6,49770,3.6
50,Vermont,2008,11,505734,356731,70.5,339385,67.1,17346,4.9
51,Virginia,2008,11,5955076,4137943,69.5,3959901,66.5,178042,4.3
53,Washington,2008,11,5122196,3501337,68.4,3292276,64.3,209061,6
54,West Virginia,2008,11,1450727,809560,55.8,777140,53.6,32420,4
55,Wisconsin,2008,11,4401027,3095403,70.3,2934188,66.7,161215,5.2
56,Wyoming,2008,11,413791,295690,71.5,286241,69.2,9449,3.2
1,Alabama,2008,12,3606592,2173131,60.3,2008873,55.7,164258,7.6
2,Alaska,2008,12,506307,353273,69.8,328635,64.9,24638,7
4,Arizona,2008,12,4909739,3136040,63.9,2891026,58.9,245014,7.8
5,Arkansas,2008,12,2194791,1363556,62.1,1272911,58,90645,6.6
6,California,2008,12,27766504,18271924,65.8,16629680,59.9,1642244,9
37,Los Angeles County,2008,12,7490098,4963075,66.3,4489450,59.9,473625,9.5
8,Colorado,2008,12,3801345,2717966,71.5,2564627,67.5,153339,5.6
9,Connecticut,2008,12,2736850,1877485,68.6,1762996,64.4,114489,6.1
10,Delaware,2008,12,682121,445831,65.4,417562,61.2,28269,6.3
11,District of Columbia,2008,12,481256,330248,68.6,304845,63.3,25403,7.7
12,Florida,2008,12,14531697,9163693,63.1,8423215,58,740478,8.1
13,Georgia,2008,12,7247260,4787974,66.1,4398925,60.7,389049,8.1
15,Hawaii,2008,12,978390,632747,64.7,597234,61,35513,5.6
16,Idaho,2008,12,1142231,750617,65.7,698168,61.1,52449,7
17,Illinois,2008,12,9843756,6586299,66.9,6088252,61.8,498047,7.6
18,Indiana,2008,12,4890861,3223460,65.9,2961505,60.6,261955,8.1
19,Iowa,2008,12,2326326,1682045,72.3,1592024,68.4,90021,5.4
20,Kansas,2008,12,2119222,1508665,71.2,1432702,67.6,75963,5
21,Kentucky,2008,12,3319100,2043155,61.6,1881338,56.7,161817,7.9
22,Louisiana,2008,12,3372245,2087369,61.9,1972218,58.5,115151,5.5
23,Maine,2008,12,1064068,695457,65.4,648191,60.9,47266,6.8
24,Maryland,2008,12,4375176,3013673,68.9,2850816,65.2,162857,5.4
25,Massachusetts,2008,12,5209753,3465451,66.5,3237757,62.1,227694,6.6
26,Michigan,2008,12,7772501,4859689,62.5,4412014,56.8,447675,9.2
27,Minnesota,2008,12,4066483,2932846,72.1,2740736,67.4,192110,6.6
28,Mississippi,2008,12,2193422,1296224,59.1,1197269,54.6,98955,7.6
29,Missouri,2008,12,4593380,3026512,65.9,2803968,61,222544,7.4
30,Montana,2008,12,763677,503093,65.9,471785,61.8,31308,6.2
31,Nebraska,2008,12,1357295,987857,72.8,951021,70.1,36836,3.7
32,Nevada,2008,12,1989039,1361525,68.5,1239385,62.3,122140,9
33,New Hampshire,2008,12,1054467,740473,70.2,707234,67.1,33239,4.5
34,New Jersey,2008,12,6742566,4523486,67.1,4226289,62.7,297197,6.6
35,New Mexico,2008,12,1507121,949075,63,900148,59.7,48927,5.2
36,New York,2008,12,15312191,9673860,63.2,9043764,59.1,630096,6.5
51000,New York city,2008,12,6588973,3951689,60,3680931,55.9,270758,6.9
37,North Carolina,2008,12,7064890,4590845,65,4190259,59.3,400586,8.7
38,North Dakota,2008,12,501043,364233,72.7,351501,70.2,12732,3.5
39,Ohio,2008,12,8942768,5918450,66.2,5461177,61.1,457273,7.7
40,Oklahoma,2008,12,2757591,1756954,63.7,1678386,60.9,78568,4.5
41,Oregon,2008,12,2988988,1967360,65.8,1788363,59.8,178997,9.1
42,Pennsylvania,2008,12,9914426,6462934,65.2,6058326,61.1,404608,6.3
44,Rhode Island,2008,12,839896,570336,67.9,517596,61.6,52740,9.2
45,South Carolina,2008,12,3465575,2142475,61.8,1947636,56.2,194839,9.1
46,South Dakota,2008,12,614351,444659,72.4,427155,69.5,17504,3.9
47,Tennessee,2008,12,4845237,3053581,63,2805596,57.9,247985,8.1
48,Texas,2008,12,17904835,11752229,65.6,11110725,62.1,641504,5.5
49,Utah,2008,12,1952476,1376289,70.5,1305754,66.9,70535,5.1
50,Vermont,2008,12,505873,357816,70.7,338675,66.9,19141,5.3
51,Virginia,2008,12,5960915,4120692,69.1,3920357,65.8,200335,4.9
53,Washington,2008,12,5129048,3501430,68.3,3270034,63.8,231396,6.6
54,West Virginia,2008,12,1451003,803663,55.4,765840,52.8,37823,4.7
55,Wisconsin,2008,12,4402985,3090917,70.2,2904734,66,186183,6
56,Wyoming,2008,12,414409,294792,71.1,283829,68.5,10963,3.7
1,Alabama,2009,1,3608960,2164104,60,1955196,54.2,208908,9.7
2,Alaska,2009,1,507364,353287,69.6,325006,64.1,28281,8
4,Arizona,2009,1,4916200,3116556,63.4,2851388,58,265168,8.5
5,Arkansas,2009,1,2196134,1348969,61.4,1241203,56.5,107766,8
6,California,2009,1,27794667,18241235,65.6,16372621,58.9,1868614,10.2
37,Los Angeles County,2009,1,7496279,4934872,65.8,4403610,58.7,531262,10.8
8,Colorado,2009,1,3807212,2709221,71.2,2530075,66.5,179146,6.6
9,Connecticut,2009,1,2738401,1871420,68.3,1734204,63.3,137216,7.3
10,Delaware,2009,1,682762,443646,65,409018,59.9,34628,7.8
11,District of Columbia,2009,1,481994,331629,68.8,303939,63.1,27690,8.3
12,Florida,2009,1,14539769,9093478,62.5,8270952,56.9,822526,9
13,Georgia,2009,1,7255557,4772066,65.8,4341199,59.8,430867,9
15,Hawaii,2009,1,978992,632529,64.6,591771,60.4,40758,6.4
16,Idaho,2009,1,1143426,749873,65.6,684435,59.9,65438,8.7
17,Illinois,2009,1,9849030,6543091,66.4,5966550,60.6,576541,8.8
18,Indiana,2009,1,4893292,3211150,65.6,2899557,59.3,311593,9.7
19,Iowa,2009,1,2327391,1681240,72.2,1567365,67.3,113875,6.8
20,Kansas,2009,1,2120640,1509204,71.2,1415414,66.7,93790,6.2
21,Kentucky,2009,1,3320357,2035614,61.3,1832150,55.2,203464,10
22,Louisiana,2009,1,3374902,2057108,61,1919722,56.9,137386,6.7
23,Maine,2009,1,1064171,690525,64.9,632490,59.4,58035,8.4
24,Maryland,2009,1,4378599,3007672,68.7,2812005,64.2,195667,6.5
25,Massachusetts,2009,1,5214072,3445811,66.1,3172773,60.9,273038,7.9
26,Michigan,2009,1,7772160,4834402,62.2,4248051,54.7,586351,12.1
27,Minnesota,2009,1,4068989,2923930,71.9,2693419,66.2,230511,7.9
28,Mississippi,2009,1,2194462,1276166,58.2,1164629,53.1,111537,8.7
29,Missouri,2009,1,4595874,3027141,65.9,2758772,60,268369,8.9
30,Montana,2009,1,764203,500439,65.5,461865,60.4,38574,7.7
31,Nebraska,2009,1,1358167,983157,72.4,937125,69,46032,4.7
32,Nevada,2009,1,1990788,1358979,68.3,1222690,61.4,136289,10
33,New Hampshire,2009,1,1054866,744247,70.6,700659,66.4,43588,5.9
34,New Jersey,2009,1,6746210,4502539,66.7,4141862,61.4,360677,8
35,New Mexico,2009,1,1508503,938975,62.2,878197,58.2,60778,6.5
36,New York,2009,1,15319033,9648067,63,8899246,58.1,748821,7.8
51000,New York city,2009,1,6592555,3954053,60,3639725,55.2,314328,7.9
37,North Carolina,2009,1,7073513,4573819,64.7,4107357,58.1,466462,10.2
38,North Dakota,2009,1,501410,364542,72.7,346641,69.1,17901,4.9
39,Ohio,2009,1,8944394,5890159,65.9,5323184,59.5,566975,9.6
40,Oklahoma,2009,1,2760215,1744351,63.2,1648977,59.7,95374,5.5
41,Oregon,2009,1,2991928,1969348,65.8,1750129,58.5,219219,11.1
42,Pennsylvania,2009,1,9918169,6436868,64.9,5935988,59.8,500880,7.8
44,Rhode Island,2009,1,840146,567344,67.5,504605,60.1,62739,11.1
45,South Carolina,2009,1,3469613,2145428,61.8,1918980,55.3,226448,10.6
46,South Dakota,2009,1,614788,441244,71.8,419215,68.2,22029,5
47,Tennessee,2009,1,4848693,3037143,62.6,2739632,56.5,297511,9.8
48,Texas,2009,1,17934287,11718136,65.3,10968533,61.2,749603,6.4
49,Utah,2009,1,1955576,1374693,70.3,1283848,65.7,90845,6.6
50,Vermont,2009,1,506066,358066,70.8,333563,65.9,24503,6.8
51,Virginia,2009,1,5967043,4110436,68.9,3861661,64.7,248775,6.1
53,Washington,2009,1,5136093,3496935,68.1,3221599,62.7,275336,7.9
54,West Virginia,2009,1,1451299,803752,55.4,751376,51.8,52376,6.5
55,Wisconsin,2009,1,4405116,3085078,70,2846839,64.6,238239,7.7
56,Wyoming,2009,1,415020,294670,71,279390,67.3,15280,5.2
1,Alabama,2009,2,3611025,2171529,60.1,1943707,53.8,227822,10.5
2,Alaska,2009,2,508336,354740,69.8,325120,64,29620,8.3
4,Arizona,2009,2,4922302,3120236,63.4,2850786,57.9,269450,8.6
5,Arkansas,2009,2,2197249,1360211,61.9,1250596,56.9,109615,8.1
6,California,2009,2,27820364,18275129,65.7,16339886,58.7,1935243,10.6
37,Los Angeles County,2009,2,7501797,4953723,66,4413251,58.8,540472,10.9
8,Colorado,2009,2,3812882,2717457,71.3,2529827,66.3,187630,6.9
9,Connecticut,2009,2,2739720,1869648,68.2,1729498,63.1,140150,7.5
10,Delaware,2009,2,683309,442064,64.7,405730,59.4,36334,8.2
11,District of Columbia,2009,2,482677,333423,69.1,305088,63.2,28335,8.5
12,Florida,2009,2,14546500,9095863,62.5,8234461,56.6,861402,9.5
13,Georgia,2009,2,7263209,4784917,65.9,4331050,59.6,453867,9.5
15,Hawaii,2009,2,979422,630715,64.4,588432,60.1,42283,6.7
16,Idaho,2009,2,1144528,749516,65.5,683710,59.7,65806,8.8
17,Illinois,2009,2,9853542,6586910,66.8,5950007,60.4,636903,9.7
18,Indiana,2009,2,4895465,3210104,65.6,2876314,58.8,333790,10.4
19,Iowa,2009,2,2328279,1687681,72.5,1571809,67.5,115872,6.9
20,Kansas,2009,2,2121939,1510718,71.2,1414984,66.7,95734,6.3
21,Kentucky,2009,2,3321451,2045601,61.6,1827389,55,218212,10.7
22,Louisiana,2009,2,3377231,2049231,60.7,1924000,57,125231,6.1
23,Maine,2009,2,1064193,689866,64.8,628422,59.1,61444,8.9
24,Maryland,2009,2,4381626,3006471,68.6,2800849,63.9,205622,6.8
25,Massachusetts,2009,2,5218090,3443134,66,3170769,60.8,272365,7.9
26,Michigan,2009,2,7771192,4874357,62.7,4252762,54.7,621595,12.8
27,Minnesota,2009,2,4071329,2931747,72,2689152,66.1,242595,8.3
28,Mississippi,2009,2,2195299,1280391,58.3,1166193,53.1,114198,8.9
29,Missouri,2009,2,4598092,3036005,66,2748984,59.8,287021,9.5
30,Montana,2009,2,764676,499125,65.3,460743,60.3,38382,7.7
31,Nebraska,2009,2,1358954,985400,72.5,940606,69.2,44794,4.5
32,Nevada,2009,2,1992370,1359289,68.2,1220080,61.2,139209,10.2
33,New Hampshire,2009,2,1055240,743119,70.4,695942,66,47177,6.3
34,New Jersey,2009,2,6749302,4530299,67.1,4139619,61.3,390680,8.6
35,New Mexico,2009,2,1509768,940625,62.3,877150,58.1,63475,6.7
36,New York,2009,2,15324584,9664716,63.1,8866043,57.9,798673,8.3
51000,New York city,2009,2,6595455,3976523,60.3,3634944,55.1,341579,8.6
37,North Carolina,2009,2,7081590,4582170,64.7,4090537,57.8,491633,10.7
38,North Dakota,2009,2,501770,365874,72.9,347371,69.2,18503,5.1
39,Ohio,2009,2,8945406,5911644,66.1,5308071,59.3,603573,10.2
40,Oklahoma,2009,2,2762668,1745602,63.2,1644664,59.5,100938,5.8
41,Oregon,2009,2,2994706,1982288,66.2,1742676,58.2,239612,12.1
42,Pennsylvania,2009,2,9921186,6426962,64.8,5899005,59.5,527957,8.2
44,Rhode Island,2009,2,840386,566873,67.5,503048,59.9,63825,11.3
45,South Carolina,2009,2,3473309,2148353,61.9,1912099,55.1,236254,11
46,South Dakota,2009,2,615184,444140,72.2,420983,68.4,23157,5.2
47,Tennessee,2009,2,4851827,3053694,62.9,2734412,56.4,319282,10.5
48,Texas,2009,2,17962241,11729736,65.3,10965224,61,764512,6.5
49,Utah,2009,2,1958558,1373785,70.1,1275082,65.1,98703,7.2
50,Vermont,2009,2,506207,359707,71.1,334001,66,25706,7.1
51,Virginia,2009,2,5972693,4114098,68.9,3848785,64.4,265313,6.4
53,Washington,2009,2,5142825,3516914,68.4,3218093,62.6,298821,8.5
54,West Virginia,2009,2,1451524,808836,55.7,747917,51.5,60919,7.5
55,Wisconsin,2009,2,4407013,3105799,70.5,2831551,64.3,274248,8.8
56,Wyoming,2009,2,415658,294997,71,278898,67.1,16099,5.5
1,Alabama,2009,3,3613034,2166423,60,1941378,53.7,225045,10.4
2,Alaska,2009,3,509304,355085,69.7,325752,64,29333,8.3
4,Arizona,2009,3,4928269,3115010,63.2,2838171,57.6,276839,8.9
5,Arkansas,2009,3,2198385,1360602,61.9,1254283,57.1,106319,7.8
6,California,2009,3,27845224,18249212,65.5,16257780,58.4,1991432,10.9
37,Los Angeles County,2009,3,7507605,4941330,65.8,4393549,58.5,547781,11.1
8,Colorado,2009,3,3818492,2711334,71,2519114,66,192220,7.1
9,Connecticut,2009,3,2741025,1872369,68.3,1731453,63.2,140916,7.5
10,Delaware,2009,3,683851,442612,64.7,406161,59.4,36451,8.2
11,District of Columbia,2009,3,483386,330812,68.4,302751,62.6,28061,8.5
12,Florida,2009,3,14553015,9087718,62.4,8206707,56.4,881011,9.7
13,Georgia,2009,3,7270704,4779732,65.7,4329089,59.5,450643,9.4
15,Hawaii,2009,3,979839,632017,64.5,587744,60,44273,7
16,Idaho,2009,3,1145653,748196,65.3,682519,59.6,65677,8.8
17,Illinois,2009,3,9857938,6585694,66.8,5937360,60.2,648334,9.8
18,Indiana,2009,3,4897589,3208107,65.5,2864368,58.5,343739,10.7
19,Iowa,2009,3,2329173,1691294,72.6,1572781,67.5,118513,7
20,Kansas,2009,3,2123219,1509827,71.1,1411220,66.5,98607,6.5
21,Kentucky,2009,3,3322520,2059824,62,1838932,55.3,220892,10.7
22,Louisiana,2009,3,3379507,2048550,60.6,1921756,56.9,126794,6.2
23,Maine,2009,3,1064236,689926,64.8,627375,59,62551,9.1
24,Maryland,2009,3,4384547,3014580,68.8,2810302,64.1,204278,6.8
25,Massachusetts,2009,3,5222100,3443396,65.9,3176046,60.8,267350,7.8
26,Michigan,2009,3,7770196,4886998,62.9,4235698,54.5,651300,13.3
27,Minnesota,2009,3,4073662,2939235,72.2,2688497,66,250738,8.5
28,Mississippi,2009,3,2196101,1273045,58,1161377,52.9,111668,8.8
29,Missouri,2009,3,4600232,3038294,66,2754267,59.9,284027,9.3
30,Montana,2009,3,765161,498800,65.2,459467,60,39333,7.9
31,Nebraska,2009,3,1359717,988768,72.7,942251,69.3,46517,4.7
32,Nevada,2009,3,1993918,1351591,67.8,1210208,60.7,141383,10.5
33,New Hampshire,2009,3,1055611,745490,70.6,695532,65.9,49958,6.7
34,New Jersey,2009,3,6752326,4534698,67.2,4135482,61.2,399216,8.8
35,New Mexico,2009,3,1510969,938368,62.1,869901,57.6,68467,7.3
36,New York,2009,3,15329880,9632225,62.8,8842188,57.7,790037,8.2
51000,New York city,2009,3,6598632,3958825,60,3616341,54.8,342484,8.7
37,North Carolina,2009,3,7089569,4566401,64.4,4084718,57.6,481683,10.5
38,North Dakota,2009,3,502125,365506,72.8,347410,69.2,18096,5
39,Ohio,2009,3,8946406,5903926,66,5294517,59.2,609409,10.3
40,Oklahoma,2009,3,2765042,1754567,63.5,1648735,59.6,105832,6
41,Oregon,2009,3,2997399,1984811,66.2,1734638,57.9,250173,12.6
42,Pennsylvania,2009,3,9924198,6401531,64.5,5879202,59.2,522329,8.2
44,Rhode Island,2009,3,840612,564868,67.2,500391,59.5,64477,11.4
45,South Carolina,2009,3,3476992,2150068,61.8,1916263,55.1,233805,10.9
46,South Dakota,2009,3,615607,446921,72.6,421910,68.5,25011,5.6
47,Tennessee,2009,3,4854945,3059317,63,2725766,56.1,333551,10.9
48,Texas,2009,3,17989636,11731611,65.2,10968499,61,763112,6.5
49,Utah,2009,3,1961510,1368854,69.8,1268652,64.7,100202,7.3
50,Vermont,2009,3,506354,360593,71.2,333192,65.8,27401,7.6
51,Virginia,2009,3,5978215,4121181,68.9,3850840,64.4,270341,6.6
53,Washington,2009,3,5149512,3513817,68.2,3214721,62.4,299096,8.5
54,West Virginia,2009,3,1451749,806702,55.6,744926,51.3,61776,7.7
55,Wisconsin,2009,3,4408918,3100095,70.3,2812804,63.8,287291,9.3
56,Wyoming,2009,3,416274,297893,71.6,279265,67.1,18628,6.3
1,Alabama,2009,4,3615107,2162016,59.8,1947745,53.9,214271,9.9
2,Alaska,2009,4,510314,355025,69.6,326884,64.1,28141,7.9
4,Arizona,2009,4,4934381,3126747,63.4,2847499,57.7,279248,8.9
5,Arkansas,2009,4,2199548,1365144,62.1,1262831,57.4,102313,7.5
6,California,2009,4,27871138,18201524,65.3,16300947,58.5,1900577,10.4
37,Los Angeles County,2009,4,7513665,4923682,65.5,4388902,58.4,534780,10.9
8,Colorado,2009,4,3824191,2719605,71.1,2534524,66.3,185081,6.8
9,Connecticut,2009,4,2742384,1873906,68.3,1735776,63.3,138130,7.4
10,Delaware,2009,4,684422,441968,64.6,406252,59.4,35716,8.1
11,District of Columbia,2009,4,484082,328439,67.8,301573,62.3,26866,8.2
12,Florida,2009,4,14559741,9100085,62.5,8232218,56.5,867867,9.5
13,Georgia,2009,4,7278430,4767123,65.5,4336583,59.6,430540,9
15,Hawaii,2009,4,980298,633809,64.7,589106,60.1,44703,7.1
16,Idaho,2009,4,1146825,742272,64.7,686121,59.8,56151,7.6
17,Illinois,2009,4,9862551,6607688,67,5976595,60.6,631093,9.6
18,Indiana,2009,4,4899811,3205147,65.4,2888917,59,316230,9.9
19,Iowa,2009,4,2330117,1691482,72.6,1584827,68,106655,6.3
20,Kansas,2009,4,2124509,1516630,71.4,1418653,66.8,97977,6.5
21,Kentucky,2009,4,3323639,2061356,62,1855989,55.8,205367,10
22,Louisiana,2009,4,3381899,2052957,60.7,1933765,57.2,119192,5.8
23,Maine,2009,4,1064283,691813,65,632679,59.4,59134,8.5
24,Maryland,2009,4,4387555,3011036,68.6,2816329,64.2,194707,6.5
25,Massachusetts,2009,4,5226156,3446723,66,3193620,61.1,253103,7.3
26,Michigan,2009,4,7769346,4877204,62.8,4253965,54.8,623239,12.8
27,Minnesota,2009,4,4076031,2942440,72.2,2712684,66.6,229756,7.8
28,Mississippi,2009,4,2196932,1271353,57.9,1163308,53,108045,8.5
29,Missouri,2009,4,4602491,3045092,66.2,2796257,60.8,248835,8.2
30,Montana,2009,4,765637,500933,65.4,466075,60.9,34858,7
31,Nebraska,2009,4,1360520,994052,73.1,948035,69.7,46017,4.6
32,Nevada,2009,4,1995501,1349093,67.6,1205749,60.4,143344,10.6
33,New Hampshire,2009,4,1055963,741249,70.2,693190,65.6,48059,6.5
34,New Jersey,2009,4,6755477,4547009,67.3,4161322,61.6,385687,8.5
35,New Mexico,2009,4,1512230,939719,62.1,871732,57.6,67987,7.2
36,New York,2009,4,15335577,9636542,62.8,8892977,58,743565,7.7
51000,New York city,2009,4,6602059,3942022,59.7,3613757,54.7,328265,8.3
37,North Carolina,2009,4,7097695,4579675,64.5,4115581,58,464094,10.1
38,North Dakota,2009,4,502469,366404,72.9,350275,69.7,16129,4.4
39,Ohio,2009,4,8947541,5903890,66,5321609,59.5,582281,9.9
40,Oklahoma,2009,4,2767495,1761793,63.7,1660606,60,101187,5.7
41,Oregon,2009,4,3000182,1987509,66.2,1747598,58.2,239911,12.1
42,Pennsylvania,2009,4,9927312,6386248,64.3,5916177,59.6,470071,7.4
44,Rhode Island,2009,4,840836,564240,67.1,501623,59.7,62617,11.1
45,South Carolina,2009,4,3480696,2158919,62,1927688,55.4,231231,10.7
46,South Dakota,2009,4,616006,446138,72.4,422802,68.6,23336,5.2
